TenureMonths,CustomerAge,MonthlyCharges,TotalCharges,ChargesPerTenure,SupportTickets,ContractType,InternetService,PaymentMethod,OnlineSecurity,TechSupport,PaperlessBilling,Dependents,Churn,ClusterPersona
13,37,90.62,1208.12,92.93,0,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,Yes,1,2
47,57,53.95,2477.25,52.71,2,Two year,Fiber optic,Mailed check,No,No,Yes,No,0,0
16,35,19.62,318.25,19.89,0,One year,No,Bank transfer,No,No,Yes,No,0,1
21,29,66.31,1410.55,67.17,1,Month-to-month,DSL,Electronic check,Yes,No,No,No,0,2
19,36,59.94,1133.7,59.67,0,Month-to-month,DSL,Mailed check,Yes,No,No,No,1,1
72,40,76.79,5536.96,76.9,1,Month-to-month,Fiber optic,Credit card,No,No,No,Yes,0,0
11,37,54.82,628.95,57.18,2,Two year,DSL,Electronic check,No,Yes,Yes,No,0,1
10,39,57.13,523.05,52.31,2,Month-to-month,DSL,Bank transfer,No,No,Yes,No,0,1
23,46,65.18,1512.26,65.75,2,Month-to-month,DSL,Mailed check,Yes,No,Yes,Yes,0,2
20,39,42.11,883.37,44.17,3,One year,DSL,Bank transfer,No,Yes,No,Yes,0,1
8,41,60.91,471.94,58.99,0,One year,DSL,Electronic check,No,No,No,No,0,1
21,21,23.75,476.19,22.68,2,Two year,No,Mailed check,Yes,No,Yes,No,0,1
23,46,46.91,1056.39,45.93,0,One year,DSL,Credit card,No,No,Yes,No,0,1
15,40,70.58,1068.81,71.25,2,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,Yes,0,2
20,61,24.1,531.45,26.57,0,Two year,No,Bank transfer,Yes,No,Yes,No,0,1
12,30,94.42,1205.48,100.46,3,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,1,2
8,20,89.13,767.95,95.99,1,One year,Fiber optic,Bank transfer,No,No,Yes,No,1,2
16,49,79.94,1266.89,79.18,1,One year,Fiber optic,Bank transfer,Yes,Yes,No,Yes,0,2
9,46,66.2,565.7,62.86,1,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,1,2
6,29,22.66,82.05,13.68,0,Two year,No,Electronic check,Yes,No,Yes,No,0,1
3,23,80.89,258.28,86.09,1,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,No,1,2
27,60,23.68,742.06,27.48,1,Month-to-month,No,Credit card,No,No,No,No,1,1
16,58,87.37,1405.1,87.82,0,Two year,Fiber optic,Electronic check,No,Yes,Yes,No,0,2
47,18,44.92,2123.13,45.17,2,One year,DSL,Mailed check,No,No,Yes,Yes,0,1
17,36,18.5,312.99,18.41,0,One year,No,Bank transfer,Yes,Yes,No,No,0,1
27,61,89.77,2443.3,90.49,1,One year,Fiber optic,Credit card,No,No,Yes,Yes,0,2
13,36,20.61,246.15,18.93,2,Two year,No,Credit card,Yes,Yes,Yes,Yes,0,1
22,36,65.63,1455.18,66.14,2,Month-to-month,DSL,Credit card,No,Yes,Yes,No,0,2
3,38,75.21,215.16,71.72,1,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,2
16,28,24.66,411.19,25.7,0,Month-to-month,No,Credit card,No,No,Yes,Yes,0,1
11,21,53.65,589.77,53.62,2,Month-to-month,DSL,Credit card,Yes,No,No,No,1,1
44,54,24.07,1077.06,24.48,2,One year,No,Mailed check,No,Yes,Yes,No,0,1
26,19,22.71,558.48,21.48,3,Month-to-month,No,Mailed check,No,No,Yes,No,0,1
40,44,20.22,846.93,21.17,2,Month-to-month,No,Mailed check,No,Yes,No,Yes,0,1
51,52,83.09,4271.74,83.76,0,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,No,0,0
15,24,80.52,1197.39,79.83,3,One year,Fiber optic,Electronic check,No,Yes,No,Yes,1,2
25,30,23.48,567.24,22.69,0,Two year,No,Electronic check,No,Yes,Yes,Yes,0,1
8,56,63.62,464.76,58.1,0,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,0,2
30,48,97.56,2886.07,96.2,1,One year,Fiber optic,Mailed check,Yes,No,No,No,0,2
33,34,18.5,596.79,18.08,3,Month-to-month,No,Electronic check,No,No,Yes,Yes,1,1
28,56,86.11,2416.45,86.3,0,One year,Fiber optic,Bank transfer,Yes,No,Yes,No,0,2
15,56,23.56,360.52,24.03,0,Month-to-month,No,Electronic check,Yes,No,Yes,Yes,0,1
72,45,49.8,3646.64,50.65,1,Month-to-month,DSL,Credit card,No,No,Yes,Yes,1,0
23,31,50.41,1141.5,49.63,1,One year,DSL,Credit card,No,Yes,Yes,No,1,1
8,37,78.61,,75.94,0,Two year,Fiber optic,Credit card,No,No,No,No,0,2
35,45,75.99,2656.22,75.89,1,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,0,2
45,39,98.84,4415.6,98.12,2,One year,Fiber optic,Electronic check,No,No,No,No,0,0
8,53,61.43,544.94,68.12,2,One year,DSL,Mailed check,No,Yes,No,No,0,2
18,23,19.33,410.65,22.81,0,Two year,No,Electronic check,No,Yes,Yes,No,0,1
6,24,47.53,312.94,52.16,1,Month-to-month,DSL,Credit card,No,No,Yes,Yes,0,1
52,44,64.05,3363.17,64.68,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,0,0
21,36,54.14,1131.24,53.87,0,Two year,DSL,Bank transfer,No,Yes,No,No,0,1
11,34,82.15,927.15,84.29,3,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,No,0,2
45,20,55.76,2553.03,56.73,2,Month-to-month,DSL,Credit card,No,Yes,Yes,No,0,0
23,42,67.34,1537.46,66.85,1,Month-to-month,DSL,Bank transfer,Yes,No,Yes,Yes,1,2
41,41,45.05,1897.36,46.28,2,Two year,Fiber optic,Bank transfer,Yes,Yes,Yes,No,0,1
31,49,72.99,2261.71,72.96,0,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,No,0,2
9,42,60.8,543.72,60.41,1,Two year,DSL,Bank transfer,Yes,Yes,Yes,No,0,1
14,40,83.03,1131.7,80.84,0,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,2
11,56,52.88,589.35,53.58,2,Month-to-month,DSL,Credit card,No,Yes,Yes,Yes,0,1
8,26,83.22,704.99,88.12,1,Month-to-month,Fiber optic,Mailed check,No,No,No,Yes,0,2
4,48,45.9,104.49,26.12,0,Month-to-month,DSL,Electronic check,Yes,No,Yes,Yes,0,1
72,21,53.83,3887.86,54.0,1,One year,DSL,Credit card,No,Yes,No,No,0,0
28,31,78.55,2224.88,79.46,1,One year,Fiber optic,Mailed check,No,No,Yes,No,0,2
31,27,50.03,1555.14,50.17,3,Month-to-month,DSL,Credit card,No,Yes,No,No,0,1
49,51,24.12,1112.87,22.71,0,Month-to-month,No,Credit card,No,No,Yes,No,0,1
14,41,24.27,292.22,20.87,0,One year,No,Credit card,Yes,Yes,No,No,0,1
6,41,57.12,339.92,56.65,1,Two year,DSL,Electronic check,No,Yes,No,No,0,1
39,28,25.75,945.5,24.24,2,One year,No,Electronic check,Yes,No,Yes,No,0,1
7,38,55.98,485.84,69.41,2,Two year,DSL,Credit card,No,Yes,Yes,Yes,0,2
38,32,54.83,2129.06,56.03,3,Month-to-month,DSL,Credit card,No,No,Yes,No,0,1
5,46,50.61,216.77,43.35,1,Two year,DSL,Mailed check,No,No,Yes,Yes,0,1
7,30,75.12,556.44,79.49,2,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,0,2
13,57,74.95,,76.75,0,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,2
37,21,30.94,1131.91,30.59,1,Two year,DSL,Credit card,Yes,No,Yes,Yes,0,1
66,32,66.02,4391.93,66.54,0,Two year,Fiber optic,Electronic check,No,No,No,Yes,0,0
31,62,86.67,2613.87,84.32,0,One year,Fiber optic,Electronic check,No,No,No,Yes,0,2
14,36,115.86,1610.11,115.01,0,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,No,0,2
43,26,60.03,2563.16,59.61,1,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes,1,0
5,44,21.67,171.24,34.25,0,Month-to-month,No,Credit card,Yes,No,Yes,No,0,1
10,36,34.55,311.84,31.18,1,Two year,DSL,Electronic check,No,No,Yes,No,0,1
24,31,33.47,827.28,34.47,1,Month-to-month,DSL,Electronic check,No,Yes,Yes,No,0,1
39,28,62.0,2393.91,61.38,1,Two year,Fiber optic,Mailed check,Yes,Yes,Yes,Yes,0,1
19,75,95.16,1845.17,97.11,1,Month-to-month,Fiber optic,Mailed check,No,Yes,No,No,1,2
18,38,76.62,1364.04,75.78,1,Two year,Fiber optic,Electronic check,No,No,No,No,1,2
18,18,49.84,854.63,47.48,1,Two year,DSL,Mailed check,Yes,Yes,Yes,No,0,1
48,59,76.73,3682.16,76.71,0,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,0,0
12,49,94.91,1168.4,97.37,2,Month-to-month,Fiber optic,Credit card,No,No,Yes,No,1,2
9,32,84.97,783.03,87.0,1,Two year,Fiber optic,Electronic check,No,Yes,No,Yes,0,2
18,30,54.11,921.76,51.21,3,One year,DSL,Credit card,Yes,No,No,No,0,1
53,50,85.28,4463.95,84.23,1,One year,Fiber optic,Bank transfer,Yes,No,Yes,No,0,0
13,39,90.89,1159.11,89.16,1,One year,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,2
18,18,88.78,1563.52,86.86,0,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes,0,2
5,63,29.21,114.48,22.9,3,Two year,No,Mailed check,No,No,Yes,Yes,0,1
19,36,101.03,1903.39,100.18,0,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,1,2
27,59,45.42,1246.95,46.18,3,Two year,DSL,Electronic check,No,No,No,Yes,0,1
7,57,63.69,436.15,62.31,2,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,1,2
48,29,74.29,3524.49,73.43,1,One year,Fiber optic,Bank transfer,No,Yes,No,Yes,0,0
27,54,98.93,2638.97,97.74,4,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,0,2
15,34,66.26,1009.43,67.3,3,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,1,2
27,19,56.94,1533.45,56.79,4,Month-to-month,DSL,Mailed check,Yes,No,No,No,0,1
33,36,79.4,2595.24,78.64,2,One year,Fiber optic,Bank transfer,No,Yes,Yes,No,0,2
3,46,84.67,276.1,92.03,1,One year,Fiber optic,Electronic check,Yes,Yes,No,Yes,1,2
28,36,25.93,754.27,26.94,0,Two year,No,Credit card,Yes,Yes,Yes,Yes,0,1
52,38,88.45,4626.07,88.96,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,0,0
11,55,72.96,798.97,72.63,1,One year,Fiber optic,Credit card,No,No,Yes,No,0,2
15,43,75.74,1104.67,73.64,1,One year,Fiber optic,Electronic check,No,No,Yes,No,1,2
17,31,112.79,1909.47,112.32,1,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,Yes,1,2
40,50,107.55,4277.17,106.93,3,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,1,0
8,44,95.1,668.66,83.58,2,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,Yes,1,2
31,18,20.85,638.04,20.58,0,Month-to-month,No,Mailed check,No,Yes,Yes,No,0,1
17,47,91.58,1481.64,87.16,2,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,2
68,46,47.47,3202.43,47.09,1,One year,DSL,Credit card,No,No,No,No,0,0
18,42,75.57,1339.86,74.44,1,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,No,0,2
1,52,44.21,98.27,98.27,0,One year,DSL,Electronic check,Yes,No,Yes,Yes,0,2
36,33,33.67,1170.65,32.52,0,Two year,DSL,Electronic check,No,No,Yes,No,0,1
30,46,79.98,2407.63,80.25,0,One year,Fiber optic,Electronic check,Yes,No,Yes,Yes,0,2
26,23,103.09,2669.21,102.66,1,One year,Fiber optic,Bank transfer,Yes,Yes,No,No,0,2
51,46,81.58,4176.85,81.9,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,0,0
4,65,48.56,171.03,42.76,2,Two year,DSL,Mailed check,No,Yes,Yes,Yes,0,1
10,30,81.43,759.1,75.91,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,0,2
22,32,82.26,1813.4,82.43,3,One year,Fiber optic,Mailed check,Yes,Yes,No,No,0,2
25,33,26.11,653.28,26.13,2,Two year,No,Mailed check,Yes,No,Yes,No,0,1
20,43,81.22,1631.05,81.55,0,One year,Fiber optic,Electronic check,Yes,Yes,No,No,0,2
5,29,99.42,486.61,97.32,2,One year,Fiber optic,Electronic check,No,No,No,No,0,2
15,47,52.43,773.96,51.6,0,Month-to-month,DSL,Electronic check,No,Yes,Yes,No,0,1
65,52,86.61,5658.07,87.05,1,Month-to-month,Fiber optic,Credit card,No,No,No,No,1,0
8,48,71.59,597.67,74.71,1,Two year,Fiber optic,Bank transfer,Yes,No,Yes,No,0,2
22,20,24.08,501.61,22.8,0,Month-to-month,No,Credit card,No,Yes,No,Yes,0,1
32,53,61.79,1972.12,61.63,1,One year,DSL,Electronic check,No,No,No,Yes,0,2
39,53,88.96,3427.35,87.88,0,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,Yes,0,0
36,51,81.0,2935.79,81.55,1,Two year,Fiber optic,Bank transfer,No,No,No,Yes,0,0
14,46,56.65,809.22,57.8,1,Month-to-month,DSL,Mailed check,No,No,No,Yes,1,1
10,44,71.19,761.42,76.14,2,One year,Fiber optic,Electronic check,No,No,No,No,1,2
68,54,31.08,2139.23,31.46,0,One year,No,Bank transfer,No,No,No,Yes,0,1
42,65,77.79,3273.38,77.94,2,Month-to-month,Fiber optic,Credit card,No,No,Yes,No,0,0
23,30,26.34,696.1,30.27,0,Month-to-month,No,Electronic check,No,Yes,No,No,1,1
57,54,41.83,2396.74,42.05,2,Month-to-month,DSL,Electronic check,No,No,No,No,0,1
6,40,94.92,588.99,98.16,2,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,1,2
1,40,107.29,107.29,107.28,1,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,Yes,1,2
25,23,75.97,1927.65,77.11,0,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,No,0,2
26,38,19.94,602.92,23.19,2,One year,No,Electronic check,No,No,Yes,No,0,1
5,30,50.23,261.16,52.23,0,Month-to-month,DSL,Mailed check,No,No,No,No,0,1
41,36,22.94,967.78,23.6,4,Two year,No,Mailed check,Yes,Yes,No,Yes,0,1
3,28,66.08,237.07,79.02,2,One year,Fiber optic,Credit card,Yes,Yes,Yes,No,0,2
29,36,51.35,1552.26,53.53,0,Month-to-month,DSL,Bank transfer,Yes,No,Yes,No,0,1
34,37,24.08,839.95,24.7,0,Month-to-month,No,Bank transfer,Yes,No,No,No,0,1
25,43,103.2,2524.68,100.99,3,Two year,Fiber optic,Electronic check,Yes,Yes,No,Yes,0,2
5,22,76.62,391.13,78.23,1,Month-to-month,Fiber optic,Credit card,No,No,No,No,0,2
50,24,101.03,5078.76,101.58,2,One year,Fiber optic,Bank transfer,No,No,Yes,No,0,0
15,46,25.99,414.29,27.62,1,One year,No,Credit card,No,No,No,No,0,1
15,32,88.22,1317.94,87.86,0,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,1,2
12,54,66.23,781.95,65.16,1,Two year,DSL,Credit card,No,Yes,No,Yes,0,2
37,44,102.02,3762.13,101.68,1,Month-to-month,Fiber optic,Credit card,No,No,No,Yes,1,0
14,49,75.16,1047.03,74.79,1,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,Yes,1,2
7,58,78.62,554.92,79.27,1,Two year,Fiber optic,Credit card,Yes,Yes,No,Yes,0,2
44,38,54.45,2414.77,54.88,2,One year,DSL,Electronic check,No,Yes,No,Yes,0,1
21,35,58.2,1235.31,58.82,1,Two year,DSL,Bank transfer,Yes,Yes,Yes,Yes,0,1
45,52,41.88,1869.64,41.55,0,One year,DSL,Credit card,No,No,No,Yes,0,1
22,48,84.55,1818.42,82.66,0,One year,Fiber optic,Electronic check,Yes,No,No,No,0,2
11,39,67.7,757.93,68.9,2,Two year,Fiber optic,Bank transfer,No,Yes,No,No,0,2
3,58,85.48,246.31,82.1,2,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,No,1,2
25,39,37.31,989.1,39.56,4,One year,DSL,Bank transfer,No,No,Yes,No,0,1
17,42,79.22,1378.58,81.09,1,One year,Fiber optic,Credit card,Yes,Yes,Yes,No,0,2
38,42,72.38,2762.33,72.69,1,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,No,0,0
13,30,123.18,1574.84,121.14,1,One year,Fiber optic,Credit card,No,No,Yes,Yes,1,2
30,42,28.95,821.22,27.37,2,Month-to-month,No,Electronic check,No,No,Yes,No,1,1
22,58,109.44,2407.83,109.45,1,One year,Fiber optic,Electronic check,No,No,Yes,No,1,2
11,47,82.4,911.47,82.86,1,One year,Fiber optic,Mailed check,No,No,No,No,0,2
14,42,66.26,866.87,61.92,0,Two year,DSL,Bank transfer,No,Yes,Yes,No,0,2
6,40,42.71,272.84,45.47,0,Month-to-month,DSL,Electronic check,No,No,Yes,No,0,1
72,45,25.21,1816.84,25.23,1,One year,No,Bank transfer,No,Yes,Yes,No,0,1
29,50,70.8,1959.65,67.57,0,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No,0,2
6,49,57.37,314.27,52.38,2,One year,DSL,Bank transfer,Yes,No,No,No,0,1
69,38,94.3,6479.12,93.9,1,One year,Fiber optic,Electronic check,No,No,Yes,No,1,0
8,45,83.14,622.4,77.8,0,One year,Fiber optic,Bank transfer,No,Yes,No,No,0,2
13,47,93.22,1225.36,94.26,1,Two year,Fiber optic,Bank transfer,No,Yes,No,Yes,0,2
18,29,32.78,652.58,36.25,2,Two year,No,Credit card,Yes,No,Yes,No,0,1
22,44,42.8,957.84,43.54,0,Month-to-month,DSL,Bank transfer,Yes,No,Yes,No,0,1
37,18,78.83,2938.71,79.42,0,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,0,0
2,47,44.61,62.07,31.03,0,One year,DSL,Credit card,Yes,No,Yes,Yes,1,1
22,49,73.88,1643.22,74.69,2,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,Yes,1,2
17,50,38.68,651.09,38.3,1,Month-to-month,DSL,Electronic check,Yes,No,No,No,1,1
25,37,31.91,797.77,31.91,0,One year,No,Credit card,No,No,Yes,No,0,1
17,45,75.37,1260.24,74.13,0,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,No,1,2
15,59,79.02,1130.0,75.33,1,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,No,1,2
20,58,61.62,1264.52,63.23,1,Two year,DSL,Bank transfer,Yes,No,No,Yes,0,2
67,41,79.46,5329.36,79.54,1,Month-to-month,DSL,Credit card,No,Yes,Yes,No,0,0
15,43,54.12,803.71,53.58,0,Month-to-month,DSL,Credit card,No,Yes,Yes,No,0,1
49,55,95.09,4723.53,96.4,1,Month-to-month,Fiber optic,Credit card,No,No,No,No,1,0
24,23,89.2,2105.96,87.75,0,Two year,Fiber optic,Electronic check,No,Yes,Yes,No,0,2
24,38,78.27,1900.92,79.21,1,Two year,Fiber optic,Mailed check,Yes,No,Yes,No,0,2
25,58,60.23,1577.72,63.11,3,One year,DSL,Electronic check,Yes,Yes,Yes,Yes,0,2
31,53,33.87,1064.64,34.34,0,Month-to-month,DSL,Electronic check,No,No,No,No,0,1
16,46,50.87,773.36,48.34,3,Two year,DSL,Credit card,Yes,No,Yes,Yes,0,1
47,23,79.21,3757.15,79.94,1,One year,Fiber optic,Mailed check,No,No,Yes,Yes,0,0
32,41,109.74,3492.59,109.14,3,Two year,Fiber optic,Bank transfer,No,No,No,Yes,0,0
7,34,91.87,621.58,88.8,1,One year,Fiber optic,Bank transfer,Yes,No,Yes,No,1,2
1,45,86.72,86.72,86.72,1,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,1,2
65,32,55.57,3668.98,56.45,0,Month-to-month,DSL,Electronic check,Yes,No,Yes,No,0,0
26,29,41.95,1076.62,41.41,0,Month-to-month,DSL,Electronic check,Yes,No,Yes,No,0,1
6,18,84.06,472.15,78.69,1,Month-to-month,Fiber optic,Mailed check,No,No,No,Yes,1,2
15,56,74.5,1161.15,77.41,2,One year,Fiber optic,Mailed check,No,Yes,No,No,0,2
42,37,92.51,3829.68,91.18,0,Two year,Fiber optic,Credit card,Yes,No,Yes,No,0,0
19,43,57.79,1100.19,57.9,1,One year,DSL,Credit card,No,No,No,Yes,0,1
20,41,44.31,862.34,43.12,2,Month-to-month,DSL,Mailed check,No,No,No,No,0,1
36,29,61.78,2245.24,62.37,1,Month-to-month,DSL,Credit card,Yes,No,Yes,No,0,1
28,26,51.49,1426.79,50.96,0,Month-to-month,DSL,Electronic check,No,No,No,No,1,1
33,29,52.63,1687.44,51.13,1,Month-to-month,DSL,Bank transfer,No,Yes,Yes,No,0,1
36,33,93.46,3369.53,93.6,0,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,1,0
12,46,54.02,632.2,52.68,3,One year,DSL,Bank transfer,Yes,No,Yes,Yes,0,1
13,32,61.45,828.28,63.71,0,Month-to-month,DSL,Mailed check,No,No,No,No,1,1
11,62,22.98,255.1,23.19,0,Two year,No,Electronic check,No,No,Yes,Yes,0,1
13,54,80.9,1126.69,86.67,2,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,0,2
20,51,23.55,451.46,22.57,0,Two year,No,Mailed check,Yes,No,Yes,No,0,1
21,40,43.66,957.82,45.61,0,One year,DSL,Bank transfer,Yes,Yes,Yes,Yes,0,1
56,60,96.08,5368.14,95.86,5,Month-to-month,Fiber optic,Electronic check,Yes,No,No,No,1,0
27,39,38.23,1028.07,38.08,0,Two year,DSL,Bank transfer,Yes,No,No,Yes,0,1
20,41,85.51,1736.63,86.83,0,One year,Fiber optic,Bank transfer,No,No,Yes,Yes,0,2
8,44,34.6,243.82,30.48,2,One year,DSL,Bank transfer,Yes,No,Yes,No,0,1
17,50,35.94,652.57,38.39,3,One year,DSL,Bank transfer,No,No,No,No,1,1
69,49,18.5,1300.74,18.85,0,Month-to-month,No,Electronic check,No,No,Yes,No,0,1
68,36,87.04,5946.39,87.45,3,One year,Fiber optic,Bank transfer,No,Yes,No,Yes,0,0
17,35,24.48,448.96,26.41,0,Two year,No,Credit card,No,Yes,No,Yes,0,1
4,49,43.04,192.39,48.1,1,Month-to-month,DSL,Bank transfer,Yes,No,No,No,1,1
15,50,60.34,928.87,61.92,0,Month-to-month,DSL,Bank transfer,No,No,No,No,0,2
56,37,78.61,4448.38,79.44,3,Two year,Fiber optic,Bank transfer,No,No,No,No,0,0
20,22,78.22,1564.63,78.23,1,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,1,2
36,39,95.52,3432.36,95.34,1,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,No,0,0
22,49,27.92,631.18,28.69,0,One year,No,Credit card,Yes,No,Yes,Yes,0,1
5,63,59.87,302.86,60.57,0,One year,DSL,Electronic check,No,No,Yes,Yes,0,2
22,27,91.46,2044.87,92.95,3,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,Yes,0,2
40,36,52.33,2158.47,53.96,1,Month-to-month,DSL,Electronic check,Yes,No,Yes,No,0,1
13,37,44.11,540.31,41.56,2,Month-to-month,DSL,Mailed check,Yes,No,No,No,0,1
39,58,111.33,4345.45,111.42,0,One year,Fiber optic,Credit card,No,Yes,No,Yes,0,0
23,41,91.09,2057.86,89.47,1,One year,Fiber optic,Credit card,No,Yes,No,Yes,0,2
38,31,73.61,2789.86,73.42,0,One year,DSL,Credit card,No,Yes,Yes,No,0,0
28,48,64.92,1812.63,64.74,1,One year,DSL,Credit card,No,Yes,No,No,0,2
9,37,88.22,780.36,86.71,2,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,1,2
17,27,106.76,1846.53,108.62,2,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,Yes,1,2
17,31,47.41,818.56,48.15,1,Two year,DSL,Mailed check,No,No,Yes,No,0,1
13,62,58.86,744.22,57.25,2,Month-to-month,DSL,Mailed check,Yes,Yes,No,No,0,1
27,46,53.1,1465.51,54.28,2,Month-to-month,DSL,Mailed check,No,No,Yes,Yes,0,1
72,43,18.85,1353.33,18.8,0,Month-to-month,No,Bank transfer,No,Yes,Yes,No,0,1
47,39,20.22,931.82,19.83,0,Month-to-month,No,Mailed check,Yes,No,Yes,No,0,1
51,45,80.23,4056.04,79.53,0,Month-to-month,Fiber optic,Credit card,Yes,No,No,Yes,0,0
12,45,23.86,235.02,19.59,0,Two year,No,Bank transfer,Yes,No,No,No,0,1
52,45,83.81,4341.61,83.49,1,Two year,Fiber optic,Electronic check,Yes,No,Yes,No,0,0
63,43,60.82,3833.86,60.85,0,Two year,DSL,Bank transfer,Yes,No,Yes,No,0,0
12,52,62.8,786.07,65.51,3,Two year,DSL,Mailed check,No,No,Yes,Yes,1,2
30,42,23.94,646.8,21.56,5,Two year,No,Mailed check,Yes,Yes,Yes,No,0,1
31,30,78.72,2505.55,80.82,0,One year,Fiber optic,Credit card,No,No,Yes,Yes,0,2
18,34,86.9,1537.2,85.4,1,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,Yes,0,2
25,18,20.86,508.02,20.32,3,Two year,No,Credit card,No,No,No,No,0,1
32,66,90.96,2898.43,90.58,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,0,2
19,52,40.72,751.58,39.56,0,Month-to-month,DSL,Bank transfer,No,No,No,Yes,1,1
45,32,57.41,2572.89,57.18,3,Month-to-month,DSL,Bank transfer,No,Yes,Yes,No,0,0
7,38,51.1,349.34,49.91,0,One year,DSL,Electronic check,No,No,No,Yes,0,1
17,34,35.25,593.85,34.93,0,Month-to-month,DSL,Electronic check,Yes,No,No,No,1,1
37,60,78.96,2976.89,80.46,0,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,No,0,0
72,24,56.53,4044.38,56.17,1,Month-to-month,DSL,Mailed check,No,Yes,Yes,No,0,0
47,43,78.34,3746.33,79.71,1,Two year,DSL,Electronic check,No,No,Yes,No,0,0
25,40,97.62,2459.52,98.38,1,One year,Fiber optic,Credit card,No,No,Yes,Yes,0,2
20,51,73.2,1409.67,70.48,1,Two year,DSL,Mailed check,Yes,No,Yes,No,0,2
17,40,79.98,1330.64,78.27,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,0,2
18,20,95.45,1684.89,93.61,3,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,0,2
3,38,120.48,360.66,120.22,2,One year,Fiber optic,Electronic check,Yes,No,Yes,No,1,2
70,30,23.1,1662.93,23.76,2,Month-to-month,No,Electronic check,No,No,Yes,No,0,1
21,42,51.11,1101.79,52.47,0,One year,DSL,Bank transfer,Yes,No,Yes,No,1,1
11,59,43.36,441.33,40.12,2,Two year,DSL,Mailed check,No,Yes,Yes,No,0,1
30,21,24.34,772.67,25.76,1,One year,No,Mailed check,No,No,No,No,0,1
12,32,72.63,835.09,69.59,0,Two year,Fiber optic,Bank transfer,No,No,No,Yes,0,2
42,35,88.09,3668.43,87.34,0,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,No,0,0
11,37,62.29,721.9,65.63,1,Month-to-month,DSL,Electronic check,Yes,No,Yes,No,1,2
38,50,90.64,3480.11,91.58,1,One year,Fiber optic,Bank transfer,No,Yes,Yes,No,0,0
17,39,25.12,455.57,26.8,1,Month-to-month,No,Bank transfer,No,Yes,Yes,No,0,1
27,46,89.18,2408.69,89.21,0,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,Yes,0,2
